"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.979793633E1,9.050082844E-3,4.552837989E-1,1.062047321E-1
2.980792133E1,-1.610317161E-1,5.335403019E-1,1.326113427E-1
2.981790633E1,-2.454998077E-1,6.402151501E-1,1.954098541E-1
2.982789133E1,-2.570617630E-1,7.494755640E-1,3.145164675E-1
2.983787633E1,-1.913107732E-1,8.138981395E-1,5.458375812E-1
2.984786133E1,-6.240307515E-2,8.092403206E-1,8.819828993E-1
2.985784633E1,5.050342485E-2,6.994409396E-1,1.214502359E0
2.986783133E1,7.806091368E-2,5.246963152E-1,1.654142810E0
2.987781633E1,1.239879056E-1,3.516473101E-1,2.131940435E0
2.988780133E1,2.133861684E-1,1.996566137E-1,2.500098090E0
2.989778633E1,2.013129837E-1,6.296194106E-2,2.726107593E0
2.990777133E1,1.167597238E-1,-2.864302441E-2,2.734191953E0
2.991775533E1,6.391909372E-2,4.252109841E-2,2.465248100E0
2.992774033E1,8.352608688E-2,2.299554234E-1,2.029932250E0
2.993772533E1,1.574124540E-1,1.829604010E-1,1.557129900E0
2.994771033E1,2.016584080E-1,5.272302791E-2,1.226395011E0
2.995769533E1,3.815702169E-1,-1.350500701E-1,1.079072074E0
2.996768033E1,6.669338559E-1,-4.416961853E-1,1.074717067E0
2.997766533E1,8.515111582E-1,-8.179894363E-1,1.138723614E0
2.998765033E1,8.276565649E-1,-1.290417345E0,1.299519120E0
2.999763533E1,6.662434459E-1,-1.587177280E0,1.508627831E0
3.000762033E1,4.034031720E-1,-1.732210594E0,1.711192338E0
3.001760533E1,1.595727810E-1,-1.533058083E0,1.635426457E0
3.002759033E1,-5.337521173E-2,-1.215822953E0,1.165496260E0
3.003757533E1,-2.310540787E-1,-9.415533091E-1,3.340420747E-1
3.004756033E1,-3.596203541E-1,-7.277375165E-1,-4.707967544E-1
3.005754533E1,-3.452370441E-1,-4.303598229E-1,-1.081216832E0
3.006753033E1,-2.396831803E-1,-1.326572433E-1,-1.405734378E0
3.007751533E1,-2.249379642E-1,1.388897905E-1,-1.393434175E0
3.008750033E1,-3.123709778E-1,1.552104657E-1,-1.164234431E0
3.009748433E1,-4.270151790E-1,4.299435742E-2,-8.497460300E-1
3.010746933E1,-4.853135270E-1,-3.492607690E-2,-5.560017961E-1
3.011745483E1,-5.819728257E-1,-2.387375028E-1,-4.157627606E-1
3.012743983E1,-6.907660836E-1,-4.369804790E-1,-3.621356070E-1
3.013742483E1,-7.334998745E-1,-4.904944890E-1,-2.907276553E-1
3.014740983E1,-7.438161170E-1,-4.924343028E-1,-2.461315262E-1
3.015739483E1,-6.713217527E-1,-5.005689492E-1,-2.925426310E-1
3.016737983E1,-5.022940971E-1,-5.137609986E-1,-3.164904875E-1
3.017736483E1,-3.294416681E-1,-5.105964124E-1,-3.367370564E-1
3.018734983E1,-1.584195273E-1,-4.044408701E-1,-3.523941457E-1
3.019733483E1,-8.275955345E-2,-3.441079833E-1,-4.663557941E-1
3.020731983E1,-8.953665912E-2,-3.364540511E-1,-6.828302425E-1
3.021730483E1,-1.891569513E-1,-2.155532927E-1,-9.250400412E-1
3.022728983E1,-2.922934300E-1,-3.402173191E-2,-1.259649881E0
3.023727483E1,-3.165015241E-1,1.572194228E-1,-1.647157726E0
3.024725983E1,-2.935300065E-1,3.365794739E-1,-2.031323302E0
3.025724483E1,-2.708735807E-1,4.679895061E-1,-2.290713390E0
3.026722883E1,-1.930363961E-1,5.610155643E-1,-2.355264312E0
3.027721383E1,-1.428960834E-1,6.139406866E-1,-2.203187004E0
3.028719883E1,-1.359592756E-1,6.591555241E-1,-1.905644419E0
3.029718383E1,-1.729682038E-1,6.154697335E-1,-1.552359742E0
3.030716883E1,-2.803876219E-1,5.478055347E-1,-1.167312990E0
3.031715383E1,-4.724537456E-1,5.237377372E-1,-6.730618840E-1
3.032713883E1,-5.173904019E-1,5.808263694E-1,-2.863194394E-1
3.033712383E1,-4.392493448E-1,6.408780782E-1,-1.227225316E-1
3.034710883E1,-4.280188170E-1,7.124213199E-1,-1.930393928E-1
3.035709383E1,-4.178374258E-1,8.111772839E-1,-3.468205798E-1
3.036707883E1,-4.711793084E-1,9.712115563E-1,-4.414595193E-1
3.037706383E1,-4.611470213E-1,1.086418881E0,-4.500397235E-1
3.038704883E1,-4.467155814E-1,1.188370275E0,-4.614914954E-1
3.039703383E1,-4.360318048E-1,1.272409675E0,-4.688163024E-1
3.040701883E1,-4.301540740E-1,1.340480620E0,-4.946452081E-1
3.041700383E1,-4.809577899E-1,1.283946816E0,-4.389797151E-1
3.042698883E1,-5.308303002E-1,1.248305990E0,-3.094755828E-1
3.043697283E1,-5.001255110E-1,1.290935116E0,-1.496822888E-1
3.044695783E1,-4.257839381E-1,1.289867706E0,-3.471024156E-2
3.045694283E1,-3.657310965E-1,1.205414470E0,9.460444093E-2
3.046692783E1,-3.803161719E-1,1.108592911E0,2.836770827E-1
3.047691283E1,-3.785279106E-1,9.758135343E-1,5.356230801E-1
3.048689783E1,-3.908042130E-1,7.860337450E-1,8.246737540E-1
3.049688283E1,-4.273450716E-1,5.947186960E-1,1.163846760E0
3.050686783E1,-6.006495269E-1,3.838986513E-1,1.537282696E0
3.051685283E1,-7.713416655E-1,2.036510660E-1,1.903794360E0
3.052683783E1,-7.245437673E-1,5.936078712E-2,2.219513015E0
3.053682283E1,-6.639662477E-1,-2.985778347E-2,2.381804239E0
3.054680783E1,-6.799956585E-1,4.089710735E-2,2.339363394E0
3.055679283E1,-6.527996738E-1,2.368528721E-1,2.010154043E0
3.056677783E1,-4.214860519E-1,2.894899459E-1,1.552434002E0
3.057676283E1,-1.573632278E-1,1.666232074E-1,1.068544747E0
3.058674683E1,1.401605732E-1,3.646535642E-2,7.531342399E-1
3.059673183E1,4.623511092E-1,-1.023028851E-2,6.189336240E-1
3.060671683E1,6.472192374E-1,-2.568849213E-1,7.582838827E-1
3.061670183E1,4.559264810E-1,-7.145862515E-1,1.132688118E0
3.062668683E1,1.051999977E-1,-1.080044466E0,1.534522811E0
3.063667183E1,-4.246163953E-2,-1.228269336E0,1.682370243E0
3.064665683E1,-5.301973756E-2,-1.283093707E0,1.545872841E0
3.065664183E1,-2.680420300E-1,-1.271987798E0,1.181400102E0
3.066662683E1,-5.144378504E-1,-1.098239831E0,7.197583330E-1
3.067661183E1,-5.008189542E-1,-7.662349266E-1,3.227347291E-1
3.068659683E1,-3.335856995E-1,-4.729749153E-1,1.685459912E-2
3.069658183E1,-1.171457131E-1,-3.671824119E-1,-2.681708515E-1
3.070656683E1,1.316142462E-1,-4.135422805E-1,-4.777356452E-1
3.071655183E1,3.354477819E-1,-5.073846830E-1,-4.754382741E-1
3.072653683E1,4.697078566E-1,-5.638754375E-1,-2.818141598E-1
3.073652183E1,4.573526534E-1,-5.727214707E-1,-9.150892496E-4
3.074650583E1,2.193870196E-1,-5.970227183E-1,2.145629936E-1
3.075649083E1,-4.686901487E-2,-6.066755211E-1,3.524099332E-1
3.076647583E1,-1.646181972E-1,-5.573160309E-1,3.258425242E-1
3.077646083E1,-1.986440587E-1,-4.514937068E-1,1.778401405E-1
3.078644583E1,-1.790802984E-1,-3.621646969E-1,-1.037243432E-1
3.079643083E1,-2.191711478E-1,-2.850496434E-1,-3.770957083E-1
3.080641583E1,-2.582301829E-1,-1.819587730E-1,-5.244788718E-1
3.081640083E1,-2.805325597E-1,-9.953963712E-2,-5.947928095E-1
3.082638583E1,-3.290465060E-1,-1.722699367E-2,-7.180690724E-1
3.083637083E1,-3.624513566E-1,5.158713318E-2,-9.189712161E-1
3.084635583E1,-4.143251496E-1,1.671980618E-1,-1.221864004E0
3.085634083E1,-4.634771733E-1,2.540656862E-1,-1.514371551E0
3.086632583E1,-4.613343880E-1,3.875469484E-1,-1.822387669E0
3.087631083E1,-4.120424697E-1,4.720539788E-1,-2.076617589E0
3.088629483E1,-2.998685710E-1,5.013988884E-1,-2.200736436E0
3.089627983E1,-1.772355384E-1,5.339279723E-1,-2.244019280E0
3.090626483E1,-5.777454715E-2,5.476194470E-1,-2.197743246E0
3.091624983E1,3.869241469E-2,5.401755761E-1,-2.066911796E0
3.092623483E1,1.838505300E-1,6.138455231E-1,-1.814041938E0
3.093621983E1,2.771747596E-1,6.955235244E-1,-1.529950288E0
3.094620483E1,2.797640894E-1,6.811654671E-1,-1.208739928E0
3.095618983E1,3.374912741E-1,6.460702595E-1,-8.768589842E-1
3.096617483E1,3.523822686E-1,6.083544760E-1,-5.488570833E-1
3.097615983E1,3.183355764E-1,5.453788671E-1,-2.428652716E-1
3.098614483E1,3.264283786E-1,4.683500601E-1,5.544212937E-2
3.099612983E1,2.759463327E-1,4.719222703E-1,3.163250113E-1
3.100611483E1,1.698377508E-1,4.738836457E-1,4.258433604E-1
3.101609983E1,6.850477260E-2,5.161527291E-1,4.149891740E-1
3.102608383E1,1.831790138E-2,6.418841647E-1,3.915529490E-1
3.103606883E1,1.371142834E-2,7.869290268E-1,3.963441575E-1
3.104605383E1,1.217825186E-1,8.428568405E-1,3.980006737E-1
3.105603883E1,1.832828384E-1,8.263112667E-1,4.782782668E-1
3.106602383E1,2.611048933E-1,7.686793551E-1,6.520978618E-1
3.107600883E1,2.615487336E-1,6.220080900E-1,9.139472884E-1
3.108599383E1,2.356964755E-1,4.666404073E-1,1.186426368E0
3.109597883E1,2.385975716E-1,2.638230812E-1,1.471761137E0
3.110596383E1,2.480503631E-1,2.666695789E-3,1.707164776E0
3.111594833E1,1.377805006E-1,-1.742570398E-1,1.842392748E0
3.112593333E1,-1.319045239E-1,-8.380616851E-2,1.849574883E0
3.113591833E1,-2.779632932E-1,3.901711057E-1,1.684923137E0
3.114590333E1,-1.359702026E-1,5.368572812E-1,1.458851069E0
3.115588833E1,-1.521118434E-1,3.527145731E-1,1.237063841E0
3.116587333E1,-2.303972171E-1,3.594064191E-2,1.081960014E0
3.117585733E1,-1.116203867E-1,-5.876580369E-1,1.239844776E0
3.118584233E1,4.367376734E-2,-1.073436235E0,1.892694590E0
3.119582733E1,2.503054149E-2,-1.373987651E0,2.557473308E0
3.120581233E1,-2.574622973E-1,-1.436315608E0,3.101761962E0
3.121579733E1,-5.553900312E-1,-1.428133599E0,3.261072861E0
3.122578233E1,-7.160839427E-1,-1.305612065E0,2.753789481E0
3.123576733E1,-7.063041821E-1,-9.646758310E-1,1.760112484E0
3.124575233E1,-6.778318233E-1,-6.328480969E-1,5.741363508E-1
3.125573733E1,-4.850722197E-1,-4.100643566E-1,-4.401930124E-1
3.126572233E1,-1.696977465E-1,-2.271687135E-1,-1.154953145E0
3.127570733E1,-3.871901952E-2,-1.016712396E-1,-1.573541865E0
3.128569233E1,-1.425299015E-2,-9.351568937E-2,-1.648449376E0
3.129567733E1,-1.860401295E-3,-1.797485255E-1,-1.373142582E0
3.130566133E1,5.175980877E-2,-2.538192992E-1,-1.032028300E0
3.131564633E1,6.278557442E-2,-3.490720502E-1,-8.667164040E-1
3.132563133E1,-3.949004799E-2,-4.886210411E-1,-8.048680651E-1
3.133561633E1,-1.648461655E-1,-5.296387473E-1,-7.756062591E-1
3.134560133E1,-2.044866696E-1,-4.742469040E-1,-8.278540546E-1
3.135558633E1,-1.270410292E-1,-4.503594931E-1,-9.417092836E-1
3.136557133E1,-4.718553197E-2,-5.045229826E-1,-9.714394516E-1
3.137555633E1,2.485775627E-2,-5.536561856E-1,-9.112172234E-1
3.138554133E1,9.921334421E-2,-6.263475280E-1,-7.531196219E-1
3.139552633E1,1.178293074E-1,-6.265483068E-1,-5.658216101E-1
3.140551133E1,8.384607576E-2,-5.522372856E-1,-4.671399057E-1
3.141549633E1,8.681196626E-3,-4.563981320E-1,-5.035627967E-1
3.142548133E1,-1.849066833E-2,-2.912463764E-1,-7.674616724E-1
3.143546633E1,5.239755727E-2,-9.193949930E-2,-1.212264045E0
3.144545033E1,1.711526068E-1,1.184768683E-1,-1.713950470E0
3.145543533E1,1.796237971E-1,2.636839174E-1,-2.133067194E0
3.146542033E1,1.579415174E-1,3.909291241E-1,-2.364857839E0
3.147540533E1,1.567416688E-1,5.388660190E-1,-2.368167363E0
3.148539033E1,1.505234107E-1,7.044914722E-1,-2.147892809E0
3.149537533E1,9.979373518E-2,7.592838297E-1,-1.828200971E0
3.150536033E1,4.399448711E-2,8.027382168E-1,-1.422731064E0
3.151534533E1,-4.037023667E-2,8.721146265E-1,-9.924099058E-1
3.152533033E1,-1.714614860E-1,9.106335251E-1,-5.840619993E-1
3.153531533E1,-3.044231865E-1,1.038315811E0,-2.603273964E-1
3.154530033E1,-3.262288789E-1,1.042659415E0,-9.157324433E-2
3.155528533E1,-3.442356719E-1,1.125483836E0,3.798526704E-2
3.156526933E1,-4.694554762E-1,1.145686770E0,1.599675411E-1
3.157525433E1,-5.724085351E-1,1.186569479E0,2.836876076E-1
3.158523933E1,-6.139344008E-1,1.196513766E0,5.074950492E-1
3.159522433E1,-5.944196475E-1,1.155379042E0,8.420762372E-1
3.160520933E1,-5.733894055E-1,1.087790784E0,1.233796417E0
3.161519433E1,-6.195396879E-1,1.021245888E0,1.633997982E0
3.162517933E1,-5.595767838E-1,9.563858680E-1,1.976237268E0
3.163516433E1,-4.820548007E-1,8.742449865E-1,2.192530453E0
3.164514933E1,-3.876406135E-1,7.137886912E-1,2.321508921E0
3.165513433E1,-2.302393788E-1,5.043877658E-1,2.414466786E0
3.166511933E1,-1.330729438E-1,3.170372752E-1,2.491312063E0
3.167510433E1,-1.268628719E-1,1.321889544E-1,2.602575806E0
3.168508933E1,-1.046399806E-1,1.316369042E-1,2.613950395E0
3.169507333E1,-1.392055036E-1,3.364155326E-1,2.489300621E0
3.170505833E1,-1.301962233E-1,5.587020403E-1,2.225781814E0
3.171504333E1,1.858605104E-2,3.955289094E-1,1.880065774E0
3.172502833E1,1.502412278E-1,1.983575086E-1,1.444183913E0
3.173501333E1,2.043291968E-1,-1.338597963E-1,1.076885800E0
3.174499833E1,1.710289199E-1,-7.807512973E-1,8.957419825E-1
3.175498333E1,-2.872385303E-2,-1.284873892E0,1.130243397E0
3.176496833E1,-2.884352909E-1,-1.441414380E0,1.673654383E0
3.177495333E1,-4.729198053E-1,-1.502986438E0,1.993200041E0
3.178493833E1,-7.656564177E-1,-1.624702663E0,2.010090893E0
3.179492333E1,-9.705532330E-1,-1.641020050E0,1.787293850E0
3.180490833E1,-1.192445931E0,-1.454737407E0,1.329558021E0
3.181489233E1,-1.290488973E0,-1.228126225E0,7.701057833E-1
3.182487733E1,-1.233069608E0,-1.007460347E0,2.078924900E-1
3.183486233E1,-1.025435199E0,-7.449205099E-1,-4.370776159E-1
3.184484733E1,-7.798377429E-1,-4.920907789E-1,-1.111901851E0
3.185483233E1,-2.422063635E-1,-4.749502509E-1,-1.624797388E0
3.186481733E1,4.537143696E-1,-4.394966090E-1,-1.712580467E0
3.187480233E1,8.506630927E-1,-3.848394683E-1,-1.607010743E0
3.188478733E1,9.866211623E-1,-3.669744703E-1,-1.509264008E0
3.189477233E1,9.809604728E-1,-3.794756712E-1,-1.388152385E0
3.190475733E1,9.861388401E-1,-3.730323319E-1,-1.191058533E0
3.191474233E1,1.026357451E0,-3.040771410E-1,-8.783506089E-1
3.192472733E1,1.102427096E0,-2.130213021E-1,-5.034499454E-1
3.193471133E1,1.101177180E0,-1.855045976E-1,-1.955139345E-1
3.194469633E1,1.007438127E0,-1.439042164E-1,-5.606018007E-2
3.195468133E1,8.444551038E-1,-1.615587877E-1,-7.702010930E-2
3.196466633E1,7.238152774E-1,-1.202018700E-1,-2.418917102E-1
3.197465133E1,5.926317517E-1,9.713665076E-2,-4.895452666E-1
3.198463633E1,4.292946795E-1,3.000505290E-1,-8.806789702E-1
3.199462133E1,3.809981400E-1,4.492382164E-1,-1.359785203E0
3.200460633E1,3.614900013E-1,5.461151046E-1,-1.817677152E0
3.201459133E1,3.350734504E-1,6.221002568E-1,-2.098307251E0
3.202457633E1,3.488924675E-1,6.596453016E-1,-2.251493776E0
3.203456133E1,4.253964504E-1,6.553037439E-1,-2.268737215E0
3.204454633E1,4.111764240E-1,6.405233715E-1,-2.188467808E0
3.205453033E1,4.656930122E-1,5.324478959E-1,-2.046766384E0
3.206451533E1,5.324705538E-1,5.066138738E-1,-1.803887079E0
3.207450033E1,4.832770149E-1,4.423287810E-1,-1.462544171E0
3.208448533E1,3.154859358E-1,4.196535710E-1,-1.012782190E0
3.209447033E1,2.074432594E-1,3.915911020E-1,-5.526267833E-1
3.210445533E1,1.840750448E-1,3.667170466E-1,-8.821986616E-2
3.211444033E1,2.335937437E-1,3.612376209E-1,3.055064929E-1
3.212442533E1,1.787343990E-1,3.913221301E-1,6.073409343E-1
3.213441033E1,6.658953538E-2,4.314466741E-1,7.586493337E-1
3.214439533E1,1.697212815E-2,4.985504904E-1,8.293404168E-1
3.215438033E1,-2.057651633E-2,6.472075430E-1,8.234090012E-1
3.216436533E1,-5.695080237E-2,7.424521078E-1,7.058595014E-1
3.217434933E1,-3.379143384E-2,7.789684812E-1,5.788638246E-1
3.218433433E1,-2.650421343E-2,8.679995754E-1,5.246601355E-1
3.219431933E1,-1.812375783E-2,8.734264494E-1,6.164988434E-1
3.220430433E1,-2.977933485E-2,7.813074405E-1,8.083161682E-1
3.221428933E1,-5.103929476E-3,6.534514191E-1,1.057479476E0
3.222427433E1,1.439717701E-1,4.828953744E-1,1.331875858E0
3.223425933E1,2.343396292E-1,3.184195570E-1,1.667873826E0
3.224424433E1,1.619932541E-1,2.790438952E-1,2.075214257E0
3.225422933E1,1.546652677E-1,5.589910389E-1,2.311959833E0
3.226421433E1,3.826641579E-1,5.940543792E-1,2.206645632E0
3.227419933E1,4.186401024E-1,3.326350884E-1,1.964532897E0
3.228418333E1,3.216725823E-1,8.139616549E-3,1.763041354E0
3.229416833E1,4.556857949E-1,-6.023941898E-1,1.751397209E0
3.230415333E1,6.484281492E-1,-1.233822437E0,2.057290787E0
3.231413833E1,4.661303839E-1,-1.710838143E0,2.615859511E0
3.232412333E1,-5.009134233E-2,-1.822493504E0,3.067111947E0
3.233410833E1,-5.205854302E-1,-1.587192775E0,3.032122793E0
3.234409333E1,-7.050951241E-1,-1.267820487E0,2.366323151E0
3.235407833E1,-6.910593946E-1,-1.055885890E0,1.426662732E0
3.236406333E1,-6.000000474E-1,-9.031515741E-1,4.595186448E-1
3.237404833E1,-4.979192834E-1,-5.070170394E-1,-4.790384048E-1
3.238403333E1,-3.355920619E-1,-1.785482383E-1,-1.170340093E0
3.239401733E1,-6.495277181E-2,8.178792894E-5,-1.555453504E0
3.240400233E1,4.560206942E-2,9.764579706E-2,-1.590251454E0
3.241398733E1,1.210076894E-1,4.754634172E-2,-1.240037150E0
3.242397233E1,3.297490124E-1,-7.375253901E-2,-7.620465660E-1
3.243395733E1,3.298794419E-1,-5.394991994E-2,-2.807382721E-1
3.244394233E1,8.443149168E-2,-3.608051462E-1,5.526028097E-2
3.245392733E1,-1.571413260E-1,-7.244855876E-1,-5.641896522E-1
3.246391233E1,-2.849369384E-1,-5.724684325E-1,-4.384628212E-1
3.247389733E1,-1.584671456E-1,-7.657100659E-1,-2.487446469E-1
3.248388233E1,-8.898376834E-2,-5.571875384E-1,-3.760654289E-1
3.249386733E1,-7.968618382E-2,-5.247639967E-1,-5.222236007E-1
3.250385133E1,7.119273763E-2,-6.894989920E-1,-6.685127503E-1
3.251383633E1,1.115664826E-1,-7.128727980E-1,-8.495735371E-1
3.252382133E1,1.313749855E-1,-6.245465125E-1,-1.005072051E0
3.253380633E1,3.947929642E-1,-6.028443523E-1,-1.167521735E0
3.254379133E1,4.462970670E-1,-4.106189650E-1,-1.400262553E0
3.255377633E1,3.098355521E-1,-2.165490735E-1,-1.663604189E0
3.256376133E1,1.186624443E-1,-2.519689478E-2,-1.963592665E0
3.257374633E1,6.460106179E-2,2.293793265E-1,-2.297065220E0
3.258373133E1,1.521752126E-1,3.978710847E-1,-2.545733854E0
3.259371633E1,1.629404117E-1,4.974477786E-1,-2.662611508E0
3.260370133E1,2.234220370E-1,5.569038753E-1,-2.624364286E0
3.261368633E1,2.699319597E-1,5.982770922E-1,-2.428548635E0
3.262367033E1,2.223590497E-1,6.034583831E-1,-2.181651708E0
3.263365533E1,1.172140524E-1,5.941044460E-1,-1.927583756E0
3.264364033E1,3.541293070E-3,6.298021361E-1,-1.641440318E0
3.265362533E1,-1.461957403E-1,6.278979903E-1,-1.312137412E0
3.266361033E1,-3.401559599E-1,5.817032325E-1,-9.506017292E-1
3.267359533E1,-5.378676800E-1,5.925037707E-1,-5.674401194E-1
3.268358033E1,-7.188542072E-1,6.050364735E-1,-1.004510719E-1
3.269356533E1,-7.926598097E-1,7.483628388E-1,3.755672461E-1
3.270355033E1,-9.000181974E-1,8.819026463E-1,6.403309250E-1
3.271353533E1,-9.632796621E-1,9.760271770E-1,7.063033050E-1
3.272351933E1,-9.255331077E-1,1.075125642E0,7.178264129E-1
3.273350433E1,-8.980552872E-1,1.147122700E0,7.801401901E-1
3.274348933E1,-8.728445783E-1,1.213236071E0,9.984413087E-1
3.275347433E1,-7.243187957E-1,1.228332047E0,1.328913658E0
3.276345933E1,-5.173808271E-1,1.108992349E0,1.632989337E0
3.277344433E1,-3.364983073E-1,9.763758903E-1,1.790433220E0
3.278342933E1,-2.207201848E-1,7.878248933E-1,1.911331421E0
3.279341433E1,-1.760783744E-1,5.748123620E-1,2.056914226E0
3.280339933E1,-1.316256117E-1,3.425184909E-1,2.167044779E0
3.281338433E1,-6.049752239E-2,8.830487005E-2,2.270925243E0
3.282336833E1,-5.550728928E-2,-5.341007575E-2,2.380552350E0
3.283335333E1,-4.625684794E-2,5.972726136E-2,2.392809284E0
3.284333833E1,3.474207234E-2,3.266089480E-1,2.118649714E0
3.285332333E1,1.300049097E-1,4.612807763E-1,1.652662295E0
3.286330833E1,2.767662037E-1,4.408275083E-1,9.944599396E-1
3.287329333E1,4.491247439E-1,2.927225791E-1,2.984500730E-1
3.288327833E1,3.839023789E-1,-4.863114640E-2,-1.794697595E-1
3.289326333E1,3.343235085E-1,-5.605700795E-1,-1.334071487E-1
3.290324833E1,5.448169862E-1,-9.832111392E-1,5.271744382E-1
3.291323333E1,6.616193216E-1,-1.269330531E0,1.456692862E0
3.292321833E1,6.282419528E-1,-1.465321306E0,2.189357754E0
3.293320233E1,6.942342134E-1,-1.603517616E0,2.529646994E0
3.294318733E1,7.527088550E-1,-1.614744563E0,2.500051897E0
3.295317233E1,7.929534861E-1,-1.427849424E0,2.171237817E0
3.296315733E1,7.897040422E-1,-1.149015736E0,1.576036288E0
3.297314233E1,8.740487393E-1,-9.044158883E-1,8.392613876E-1
3.298312733E1,9.676910940E-1,-7.115585632E-1,1.036120766E-1
3.299311233E1,9.711176354E-1,-5.702508759E-1,-4.338979000E-1
3.300309733E1,8.162069857E-1,-4.460605471E-1,-7.632522619E-1
3.301308233E1,6.104742013E-1,-3.754611922E-1,-9.365742588E-1
3.302306733E1,4.692007934E-1,-3.352645813E-1,-9.711932838E-1
3.303305133E1,2.816316718E-1,-3.049852136E-1,-9.598286355E-1
3.304303633E1,9.624526100E-2,-3.621315870E-1,-1.031789149E0
3.305302133E1,1.280398067E-1,-2.847708774E-1,-1.013142378E0
3.306300633E1,1.584690825E-1,-2.174187738E-1,-1.019293649E0
3.307299133E1,-2.745070405E-2,-2.290368989E-1,-1.052888827E0
3.308297633E1,-1.605493756E-1,-2.755009210E-1,-1.075840902E0
3.309296133E1,-9.061972791E-2,-1.878847799E-1,-1.064367496E0
3.310294633E1,-1.217210314E-1,-9.900863685E-2,-1.105354723E0
3.311293196E1,-1.986454839E-1,2.557221293E-2,-1.218616460E0
3.312291696E1,-2.201982843E-1,1.317811842E-1,-1.343573213E0
3.313290096E1,-1.463764558E-1,1.976138889E-1,-1.505449285E0
3.314288596E1,-8.254974805E-2,2.918446197E-1,-1.673397106E0
3.315287096E1,-3.319295076E-2,3.043300331E-1,-1.864631463E0
3.316285596E1,6.522504650E-2,3.887922592E-1,-1.911347208E0
3.317284096E1,1.808076755E-1,4.515420925E-1,-1.856326078E0
3.318282596E1,2.947071424E-1,4.213460476E-1,-1.742933364E0
3.319281096E1,3.802731218E-1,4.022429017E-1,-1.490603789E0
3.320279596E1,4.354637843E-1,3.774944884E-1,-1.122130385E0
3.321278096E1,4.103263484E-1,3.660104837E-1,-7.480933553E-1
3.322276596E1,3.982242931E-1,3.765202691E-1,-3.934959787E-1
3.323274996E1,4.147721692E-1,3.855334597E-1,-7.938823164E-2
3.324273496E1,3.757088218E-1,3.735184548E-1,1.825892490E-1
3.325271996E1,3.014839374E-1,3.967037612E-1,4.653524119E-1
3.326270496E1,2.472630721E-1,4.138912862E-1,7.257435429E-1
3.327268996E1,2.198300559E-1,4.876919185E-1,9.949323946E-1
3.328267496E1,1.618690922E-1,6.097258674E-1,1.166751657E0
3.329265996E1,1.825634116E-1,6.653729416E-1,1.181103063E0
3.330264496E1,3.579477581E-1,7.706023581E-1,1.127267749E0
3.331262996E1,4.242462666E-1,7.433368646E-1,1.139539885E0
3.332261496E1,5.293360808E-1,6.729578767E-1,1.279845579E0
3.333259896E1,5.323658887E-1,5.696696627E-1,1.488843777E0
3.334258396E1,4.067999292E-1,4.348178863E-1,1.767467111E0
3.335256896E1,1.977235607E-1,2.657172136E-1,2.033605471E0
3.336255396E1,9.574240046E-3,-4.261421531E-2,2.198907427E0
3.337253896E1,-1.154159971E-1,-3.113226452E-1,2.257893553E0
3.338252396E1,-2.940117440E-1,-4.165234834E-1,2.160584775E0
3.339250896E1,-4.399039772E-1,-3.163524932E-1,1.835498881E0
3.340249396E1,-5.873206526E-1,1.379055579E-1,1.316433946E0
3.341247896E1,-5.323401975E-1,5.877606556E-1,6.235657883E-1
3.342246296E1,-3.288329730E-1,6.246603139E-1,-7.779252648E-2
3.343244796E1,-3.198435185E-2,6.066718666E-1,-7.519256204E-1
3.344243296E1,1.845181906E-1,3.594477151E-1,-1.050241792E0
3.345241796E1,-5.160525955E-2,-1.555634914E-1,-5.237620032E-1
3.346240296E1,-2.378405947E-1,-4.867809223E-1,5.874522150E-1
3.347238796E1,-4.302319150E-1,-6.711306218E-1,1.781181171E0
3.348237296E1,-5.964966516E-1,-8.386178284E-1,2.631090338E0
3.349235796E1,-6.687201802E-1,-9.816157995E-1,3.031480184E0
3.350234296E1,-5.414292922E-1,-1.004413436E0,2.866051928E0
3.351232696E1,-3.786068480E-1,-9.445201863E-1,2.395388491E0
3.352231196E1,-9.255190378E-2,-7.840494923E-1,1.781855355E0
3.353229696E1,7.223184267E-2,-5.356285619E-1,1.134064552E0
3.354228196E1,7.836924467E-2,-4.057790785E-1,4.916894406E-1
3.355226696E1,1.757546945E-2,-3.655779359E-1,-1.145761907E-2
3.356225196E1,1.862064097E-2,-2.864409153E-1,-3.683816028E-1
3.357223696E1,1.557959547E-2,-2.872916852E-1,-7.230795515E-1
3.358222196E1,-7.730786540E-3,-4.122043645E-1,-1.052171373E0
3.359220696E1,-4.795794915E-2,-4.415177722E-1,-1.254192674E0
3.360219196E1,-1.023207922E-1,-4.150045960E-1,-1.416676857E0
3.361217596E1,-1.873936686E-2,-4.293856768E-1,-1.547197820E0
3.362216096E1,8.707023047E-2,-4.683510833E-1,-1.608015295E0
3.363214596E1,1.098810410E-1,-5.613951217E-1,-1.622730982E0
3.364213096E1,1.211504482E-2,-6.854877289E-1,-1.636207060E0
3.365211596E1,4.730396092E-2,-6.631767274E-1,-1.639999564E0
3.366210096E1,4.798476412E-2,-6.159579029E-1,-1.682015902E0
3.367208596E1,3.119124100E-2,-5.636171367E-1,-1.778394388E0
3.368207096E1,3.245952491E-2,-4.357176266E-1,-1.960410610E0
