"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.615070788E1,-1.027260554E0,7.155278724E-1,-1.046083252E0
8.616069187E1,-1.160406478E0,6.880143108E-1,-8.468703693E-1
8.617067662E1,-1.240236540E0,6.826700288E-1,-6.094564569E-1
8.618066062E1,-1.184117084E0,8.062447920E-1,-3.288029695E-1
8.619064462E1,-1.071920125E0,8.313617992E-1,-1.164970011E-1
8.620062862E1,-9.504448776E-1,7.865386520E-1,4.650173664E-2
8.621061263E1,-7.865564860E-1,7.173257451E-1,2.430044353E-1
8.622059763E1,-7.601029515E-1,5.578822607E-1,6.124987632E-1
8.623058163E1,-8.823175793E-1,1.970245992E-1,1.264322975E0
8.624056563E1,-8.449320173E-1,-2.237098296E-1,2.231567050E0
8.625054963E1,-8.653994648E-1,-5.219484892E-1,3.162765963E0
8.626053363E1,-9.552220528E-1,-9.770334828E-1,3.947659940E0
8.627051762E1,-1.070129050E0,-1.347685559E0,4.489215020E0
8.628050262E1,-1.068586993E0,-1.000308690E0,4.510945027E0
8.629048662E1,-8.220717430E-1,-3.776373066E-1,3.728931389E0
8.630047062E1,-4.123539801E-1,-4.263294833E-1,2.599600743E0
8.631045462E1,-2.995045818E-1,-5.055454414E-1,1.373095804E0
8.632043862E1,-4.055760704E-1,-4.673601995E-1,4.523710084E-1
8.633042363E1,-4.449637922E-1,-1.852571873E-1,2.035240352E-1
8.634040763E1,-4.137656441E-1,3.941425346E-2,3.897216010E-1
8.635039163E1,-5.775495898E-1,-1.564812849E-1,7.387459964E-1
8.636037563E1,-8.498621703E-1,-5.000152910E-1,1.113006974E0
8.637035963E1,-6.923949717E-1,-6.171129473E-1,1.292899488E0
8.638034362E1,-5.334268659E-1,-6.946435916E-1,1.333825319E0
8.639032862E1,-6.099463805E-1,-7.716403851E-1,1.222208405E0
8.640031262E1,-5.204793763E-1,-8.265126302E-1,1.100008614E0
8.641029662E1,-4.762483693E-1,-9.710508310E-1,9.754202360E-1
8.642028062E1,-4.462449171E-1,-1.081492090E0,8.974452764E-1
8.643026462E1,-3.729163012E-1,-1.063887293E0,8.924681264E-1
8.644024863E1,-3.313955883E-1,-9.486787261E-1,9.255136657E-1
8.645023363E1,-3.834387312E-1,-8.390615590E-1,9.813165683E-1
8.646021763E1,-5.315084310E-1,-6.411334553E-1,8.432450956E-1
8.647020163E1,-4.941705238E-1,-5.214158079E-1,3.126991528E-1
8.648018563E1,-3.953173133E-1,-4.141536800E-1,-5.239760113E-1
8.649016962E1,-2.251483360E-1,-2.829834932E-1,-1.404086047E0
8.650015362E1,-3.516893735E-2,-1.379521164E-1,-2.122290190E0
8.651013862E1,5.843526425E-2,-2.107336521E-2,-2.749905760E0
8.652012262E1,1.225471882E-1,4.949171036E-2,-3.278474175E0
8.653010662E1,2.396614725E-1,1.907344935E-1,-3.669500290E0
8.654009062E1,4.111754738E-1,4.093136472E-1,-3.815497663E0
8.655007463E1,4.652645575E-1,5.654413949E-1,-3.779502203E0
8.656005863E1,3.798998136E-1,6.703300649E-1,-3.609086273E0
8.657004363E1,3.232086459E-1,7.129536358E-1,-3.358229027E0
8.658002763E1,1.735972546E-1,7.676100455E-1,-2.942064562E0
8.659001163E1,-3.739842586E-2,7.964207388E-1,-2.418362786E0
8.659999562E1,-1.445432440E-1,7.699663273E-1,-1.876657432E0
8.660997962E1,-2.814387685E-1,7.465348531E-1,-1.347901322E0
8.661996362E1,-2.861901794E-1,7.739396565E-1,-8.469838053E-1
8.662994862E1,-1.562939182E-1,8.611630109E-1,-5.670793462E-1
8.663993262E1,-6.571725871E-2,8.651928388E-1,-4.720878196E-1
8.664991662E1,-4.765736572E-2,8.546025811E-1,-3.910138357E-1
8.665990063E1,-1.135584097E-2,8.982913685E-1,-2.379892784E-1
8.666988463E1,-2.057489008E-2,9.858026983E-1,-6.900591552E-2
8.667986863E1,-1.759145427E-1,1.092850453E0,1.112350917E-1
8.668985363E1,-2.514696687E-1,1.190424987E0,3.305887091E-1
8.669983763E1,-2.880792321E-1,1.124053900E0,6.329833138E-1
8.670982162E1,-2.901648608E-1,8.372914606E-1,9.637983102E-1
8.671980562E1,-3.453536961E-1,5.241939297E-1,1.265730400E0
8.672978962E1,-3.847896573E-1,1.958270163E-1,1.650592380E0
8.673977362E1,-3.737440111E-1,-1.769964603E-1,2.147468886E0
8.674975862E1,-3.403248348E-1,-4.327149352E-1,2.831858581E0
8.675974262E1,-1.552956523E-1,-6.661965951E-1,3.604101521E0
8.676972663E1,-1.206767004E-1,-6.896989667E-1,4.255916963E0
8.677971063E1,1.383889765E-2,-1.740086793E-1,4.529211729E0
8.678969463E1,3.387656017E-1,5.262826648E-2,4.313957595E0
8.679967863E1,3.065787260E-1,-3.519632790E-1,3.831158261E0
8.680966363E1,-1.859858966E-1,-4.192607112E-1,3.254854347E0
8.681964762E1,-2.408486400E-1,-1.033394502E-1,2.607046587E0
8.682963162E1,2.255951181E-1,-9.048624694E-2,2.107328920E0
8.683961562E1,6.175390631E-1,-6.572516707E-1,1.794189472E0
8.684959962E1,9.048523830E-1,-1.475832553E0,1.635845118E0
8.685958462E1,1.551680295E0,-2.014146668E0,1.615299756E0
8.686956862E1,1.987670622E0,-2.086721431E0,1.753814448E0
8.687955263E1,1.993016146E0,-2.030304133E0,2.044108824E0
8.688953663E1,1.886445086E0,-1.861380996E0,2.144597318E0
8.689952063E1,1.805167327E0,-1.659767246E0,1.906965889E0
8.690950463E1,1.662243981E0,-1.403899375E0,1.436457987E0
8.691948963E1,1.449616415E0,-1.116755040E0,7.972678542E-1
8.692947362E1,1.184101223E0,-8.141676962E-1,7.012448788E-2
8.693945762E1,8.711287129E-1,-5.592065819E-1,-5.492810065E-1
8.694944162E1,4.335691768E-1,-3.903313194E-1,-1.029185384E0
8.695942562E1,1.149270236E-2,-1.397260885E-1,-1.509947548E0
8.696940962E1,-2.921814924E-1,1.066908550E-1,-1.957132661E0
8.697939362E1,-4.267038878E-1,2.607538777E-1,-2.387337459E0
8.698937863E1,-5.720044194E-1,3.921606208E-1,-2.820427859E0
8.699936263E1,-7.977748809E-1,4.942617770E-1,-3.104759245E0
8.700934663E1,-1.050612067E0,5.209377980E-1,-3.302366483E0
8.701933063E1,-1.190658071E0,5.524769484E-1,-3.495139242E0
8.702931463E1,-1.146898533E0,6.317800299E-1,-3.555278440E0
8.703929863E1,-1.113947280E0,7.169830982E-1,-3.567219624E0
8.704928362E1,-8.871125885E-1,6.294127847E-1,-3.454146168E0
8.705926762E1,-5.921610508E-1,5.748581164E-1,-3.318829318E0
8.706925162E1,-2.862198906E-1,5.594640787E-1,-3.178310786E0
8.707923562E1,-5.591750801E-2,5.744521004E-1,-2.955551165E0
8.708921962E1,-2.505495362E-2,5.183326442E-1,-2.735111135E0
8.709920362E1,1.195403306E-1,4.657051452E-1,-2.275820532E0
8.710918863E1,3.572625375E-1,6.768202550E-1,-1.752132204E0
8.711917263E1,4.574885281E-1,6.769100828E-1,-1.228248578E0
8.712915663E1,4.062181678E-1,6.278944820E-1,-7.343383652E-1
8.713914063E1,2.297614055E-1,5.852020967E-1,-2.802038366E-1
8.714912463E1,7.785066973E-2,6.882923459E-1,1.641442072E-1
8.715910863E1,-1.141771913E-1,8.999799713E-1,4.527101469E-1
8.716909296E1,-2.564324199E-1,1.048163253E0,5.468035412E-1
8.717907696E1,-1.832908783E-1,1.108485323E0,7.038217467E-1
8.718906096E1,-1.774987727E-1,1.079355737E0,8.531929636E-1
8.719904496E1,-2.298729411E-1,8.698912228E-1,9.579370612E-1
8.720902896E1,-2.040432314E-1,5.549511246E-1,1.183020950E0
8.721901296E1,-2.180489209E-1,2.749109370E-1,1.640331101E0
8.722899796E1,-2.610605276E-1,-2.327666916E-2,2.214600769E0
8.723898196E1,-3.223288227E-1,-3.666356242E-1,2.610183619E0
8.724896596E1,-5.926997256E-1,-6.913711973E-1,2.875121545E0
8.725894996E1,-8.194967023E-1,-1.744247087E-1,2.933756254E0
8.726893396E1,-3.591465104E-1,5.421463801E-1,2.685686960E0
8.727891796E1,8.527964858E-2,1.858354039E-1,2.091765971E0
8.728890296E1,-3.742660213E-2,-5.032832267E-1,1.301196102E0
8.729888696E1,-2.502641373E-1,-6.907578244E-1,1.081484635E0
8.730887096E1,-3.533558300E-2,-6.009109705E-1,1.516619806E0
8.731885496E1,1.106948090E-1,-1.061917001E0,1.969503615E0
8.732883896E1,-1.170036257E-1,-1.652331342E0,2.486853561E0
8.733882296E1,-1.841396017E-1,-1.832873189E0,2.925882393E0
8.734880796E1,-4.832643338E-2,-1.956939118E0,3.087318755E0
8.735879196E1,8.977142483E-2,-2.004430203E0,3.044385574E0
8.736877596E1,1.837723966E-1,-1.896746418E0,2.854901288E0
8.737875996E1,4.056646923E-1,-1.604105115E0,2.430130307E0
8.738874396E1,5.009116326E-1,-1.265335859E0,1.751659749E0
8.739872796E1,2.875954846E-1,-1.103348982E0,9.486727327E-1
8.740871196E1,-2.312529936E-2,-1.072969042E0,2.037550002E-1
8.741869696E1,-3.173580681E-1,-1.015940856E0,-4.589578968E-1
8.742868096E1,-3.612029030E-1,-9.640092485E-1,-8.294275403E-1
8.743866496E1,-2.257669166E-1,-8.182118498E-1,-1.011707472E0
8.744864896E1,-6.356252320E-2,-6.020687192E-1,-1.193180487E0
8.745863296E1,2.140146710E-2,-4.909772132E-1,-1.469848512E0
8.746861696E1,-2.870706970E-2,-5.026186541E-1,-1.891422821E0
8.747860196E1,3.207033332E-2,-4.972065444E-1,-2.314327955E0
8.748858596E1,1.848435151E-1,-2.896591680E-1,-2.759829070E0
8.749856996E1,2.901501514E-1,-9.454933092E-2,-3.198693595E0
8.750855396E1,3.169618096E-1,4.218148481E-2,-3.602974763E0
8.751853796E1,2.819873835E-1,1.378937904E-1,-3.935526967E0
8.752852196E1,2.628162272E-1,2.854882943E-1,-4.026680381E0
8.753850696E1,1.845436260E-1,5.118526867E-1,-3.961135433E0
8.754849096E1,1.506900564E-3,6.890243442E-1,-3.783642617E0
8.755847496E1,-2.465061866E-1,7.795680401E-1,-3.497986252E0
8.756845896E1,-4.796624124E-1,7.914701206E-1,-3.035921729E0
8.757844296E1,-6.451484460E-1,7.915964936E-1,-2.464142391E0
8.758842696E1,-6.435187539E-1,8.610935752E-1,-1.808730912E0
8.759841096E1,-5.073620616E-1,1.011612893E0,-1.118037919E0
8.760839596E1,-4.114604525E-1,1.104581795E0,-5.284245729E-1
8.761837996E1,-3.562180055E-1,1.102421175E0,-2.093361676E-1
8.762836396E1,-3.641633483E-1,1.069750589E0,-1.213975525E-1
8.763834796E1,-4.182582792E-1,1.099417241E0,-9.950206876E-3
8.764833196E1,-3.824291729E-1,1.221321820E0,2.283220768E-1
8.765831596E1,-2.785154896E-1,1.300123576E0,3.401997775E-1
8.766830096E1,-1.684792598E-1,1.224590926E0,5.238198906E-1
8.767828496E1,-4.917131949E-2,1.098354729E0,9.002788371E-1
8.768826896E1,1.773696406E-1,6.246373636E-1,1.328334199E0
8.769825296E1,2.512861575E-1,2.378179550E-1,1.918517649E0
8.770823696E1,4.347028423E-1,-7.771358907E-2,2.764551866E0
8.771822096E1,5.077136620E-1,-2.810552277E-1,3.680782492E0
8.772820596E1,5.344831289E-1,-6.712246889E-1,4.396335508E0
8.773818996E1,3.882195609E-1,-1.097973491E0,4.924928480E0
8.774817396E1,9.482700057E-2,-1.324580871E0,5.206815146E0
8.775815796E1,-2.170963729E-1,-7.790157706E-1,5.108604727E0
8.776814196E1,-4.457769206E-2,-2.264343763E-1,4.402172198E0
8.777812596E1,2.974498154E-1,-4.162640863E-1,3.353766432E0
8.778810996E1,3.880567160E-1,-3.840062401E-1,2.230504611E0
8.779809496E1,3.927642362E-1,-1.206959597E-1,1.294049635E0
8.780807896E1,6.038028206E-1,2.448282550E-1,6.356970066E-1
8.781806296E1,1.149728804E0,1.618186965E-1,3.008474314E-1
8.782804696E1,1.407032167E0,-6.561935440E-2,3.533998668E-1
8.783803096E1,1.456865355E0,-3.066333244E-1,4.982161027E-1
8.784801496E1,1.607796609E0,-5.051245880E-1,5.803379077E-1
8.785799996E1,1.483752022E0,-7.314543723E-1,6.822162849E-1
8.786798396E1,1.053557821E0,-8.478721435E-1,8.060035944E-1
8.787796796E1,7.055806623E-1,-6.703024368E-1,8.719829911E-1
8.788795196E1,4.256569073E-1,-5.152774009E-1,7.382928371E-1
8.789793596E1,2.403986967E-1,-5.161368685E-1,4.825905883E-1
8.790791996E1,2.419935248E-1,-5.777673255E-1,1.655633265E-1
8.791790396E1,2.243858043E-1,-5.946863171E-1,-1.887013435E-2
8.792788896E1,2.131507449E-1,-5.192803317E-1,-1.237148041E-1
8.793787296E1,1.359528071E-1,-4.136772781E-1,-2.596000028E-1
8.794785696E1,6.108980879E-2,-2.052062792E-1,-6.032502222E-1
8.795784096E1,2.019226290E-2,-6.925661489E-3,-1.180581492E0
8.796782496E1,-1.627864838E-2,-1.485148922E-2,-1.820390845E0
8.797780896E1,-9.857733160E-2,-4.003033072E-2,-2.380255896E0
8.798779396E1,-2.873302037E-1,2.701559812E-2,-2.785793631E0
8.799777796E1,-5.708804749E-1,8.028599851E-2,-3.129248554E0
8.800776196E1,-7.890362171E-1,7.195824780E-2,-3.331973274E0
8.801774596E1,-8.326544724E-1,3.935665838E-2,-3.229099116E0
8.802772996E1,-7.201852528E-1,2.376547446E-1,-2.927869862E0
8.803771396E1,-5.593579517E-1,4.736476374E-1,-2.597893941E0
8.804769796E1,-3.339857221E-1,5.543671704E-1,-2.226360104E0
8.805768296E1,-1.983372626E-1,7.075068082E-1,-1.992272088E0
8.806766696E1,-1.256157339E-1,7.219799826E-1,-1.859183612E0
8.807765096E1,-1.301806917E-1,6.987288950E-1,-1.761111773E0
8.808763496E1,-1.847177086E-1,6.565937859E-1,-1.608535697E0
8.809761896E1,-2.185818581E-1,4.694074925E-1,-1.379225441E0
8.810760296E1,-2.075633649E-1,4.698361665E-1,-1.167732820E0
8.811758796E1,-2.191713305E-1,5.355328503E-1,-9.433944511E-1
8.812757196E1,-1.882122605E-1,5.672956201E-1,-6.923313832E-1
8.813755596E1,-9.420090996E-2,7.189275167E-1,-4.587772179E-1
8.814753996E1,5.886830539E-2,8.480740187E-1,-2.611828440E-1
8.815752396E1,1.993128705E-1,9.270293371E-1,-5.407505035E-3
8.816750875E1,3.432314492E-1,8.924306311E-1,3.825757188E-1
8.817749275E1,4.292816329E-1,7.227609513E-1,8.638430822E-1
8.818747775E1,5.183040294E-1,4.081317788E-1,1.421249380E0
8.819746175E1,5.830057729E-1,7.420240916E-2,2.055621407E0
8.820744575E1,5.495676297E-1,-1.537982900E-1,2.715824679E0
8.821742975E1,2.819493766E-1,-4.069958840E-1,3.400918379E0
8.822741375E1,-1.572510343E-1,-6.948377922E-1,3.967105440E0
8.823739775E1,-5.400930207E-1,-7.295410902E-1,4.209854937E0
8.824738175E1,-6.163941783E-1,-1.990209483E-2,4.002538397E0
8.825736675E1,-3.644774169E-1,6.034360906E-1,3.300826326E0
8.826735075E1,-2.669314610E-1,3.677009138E-1,2.070751078E0
8.827733475E1,-5.013588350E-1,-6.587465845E-2,9.962006557E-1
8.828731875E1,-8.408925415E-1,-2.580167960E-1,6.259760106E-1
8.829730275E1,-8.000153878E-1,-3.510175650E-1,9.567594320E-1
8.830728675E1,-7.778601415E-1,-4.028484540E-1,1.617172034E0
8.831727075E1,-9.907362865E-1,-7.754570820E-1,2.050926678E0
8.832725575E1,-9.695423225E-1,-1.145454417E0,2.165782365E0
8.833723975E1,-7.701369929E-1,-1.361052733E0,1.951721647E0
8.834722375E1,-5.434032026E-1,-1.614688722E0,1.496140518E0
8.835720775E1,-2.895886908E-1,-1.636610080E0,9.777228695E-1
8.836719175E1,3.194202349E-2,-1.498593717E0,5.440255290E-1
8.837717575E1,2.462911918E-1,-1.351986479E0,2.575429523E-1
8.838716075E1,2.004921443E-1,-1.135884717E0,7.763991416E-2
8.839714475E1,9.905106571E-2,-1.163914807E0,-1.387427330E-1
8.840712875E1,-1.953467041E-2,-1.165821438E0,-3.018455511E-1
8.841711275E1,-1.624882027E-1,-1.161418046E0,-3.541927493E-1
8.842709675E1,-2.613459814E-1,-1.060695444E0,-3.248900127E-1
8.843708075E1,-3.113660242E-1,-9.412227952E-1,-3.521801376E-1
8.844706475E1,-3.478757098E-1,-8.395256817E-1,-5.107139415E-1
8.845704975E1,-2.921973164E-1,-7.652191921E-1,-8.246246374E-1
8.846703375E1,-1.238370657E-1,-6.631250527E-1,-1.274714647E0
8.847701775E1,-4.513295827E-2,-5.197276802E-1,-1.703603237E0
8.848700175E1,-2.748370428E-2,-3.834121995E-1,-2.067238655E0
8.849698575E1,3.991007907E-2,-2.635718702E-1,-2.337761841E0
8.850696975E1,1.186356567E-1,-9.104001481E-2,-2.593683361E0
8.851695375E1,1.961606731E-1,6.514569338E-2,-2.795987082E0
8.852693875E1,3.000445539E-1,1.925941639E-1,-3.027690019E0
8.853692275E1,3.155812454E-1,4.480105204E-1,-3.128490754E0
8.854690675E1,2.325180022E-1,4.991583815E-1,-3.146626478E0
8.855689075E1,2.095666941E-1,5.366640672E-1,-2.979568019E0
8.856687475E1,2.506038422E-1,7.932546178E-1,-2.631233010E0
8.857685875E1,1.375378777E-1,9.230157351E-1,-2.459820129E0
8.858684275E1,1.192607972E-1,8.583373439E-1,-2.246889678E0
8.859682775E1,2.067981105E-1,8.813971545E-1,-1.894996054E0
8.860681175E1,1.505182213E-1,9.164976977E-1,-1.537628852E0
8.861679575E1,1.823074132E-2,8.992430028E-1,-1.151043112E0
8.862677975E1,-1.615908743E-1,8.749666791E-1,-7.389956725E-1
8.863676375E1,-2.304956330E-1,8.816560400E-1,-3.232943076E-1
8.864674775E1,-2.088562573E-1,9.449818240E-1,6.992509782E-2
8.865673175E1,-1.646472505E-1,9.811683413E-1,4.283617562E-1
8.866671675E1,-1.357356927E-1,9.607312263E-1,7.418222165E-1
8.867670075E1,-1.367622445E-1,8.602048715E-1,1.032317737E0
8.868668475E1,-3.222748821E-1,7.450561653E-1,1.520773668E0
8.869666875E1,-5.148301620E-1,5.592503995E-1,2.071171492E0
8.870665275E1,-6.629244201E-1,2.928603541E-1,2.708633773E0
8.871663675E1,-5.937168853E-1,-4.411669392E-2,3.422403388E0
8.872662075E1,-4.801586948E-1,-3.768090120E-1,3.932447823E0
8.873660575E1,-3.547249555E-1,-2.133572978E-1,4.175600778E0
8.874658975E1,-1.818068185E-1,3.232971216E-1,4.045321305E0
8.875657375E1,-4.256020166E-2,3.228279191E-1,3.459237923E0
8.876655775E1,3.905622113E-2,-4.997995287E-2,2.830135991E0
8.877654175E1,3.167948350E-3,-3.749962289E-1,2.492819476E0
8.878652575E1,2.735627883E-1,-6.903190640E-1,2.632690136E0
8.879650975E1,7.225867774E-1,-1.120041102E0,2.905262772E0
8.880649475E1,1.043081950E0,-1.637253419E0,3.008685983E0
8.881647875E1,1.242757713E0,-1.973735245E0,2.896390792E0
8.882646275E1,1.272514486E0,-2.035224711E0,2.501880321E0
8.883644675E1,1.155834321E0,-1.887462940E0,1.898025497E0
8.884643075E1,9.244402631E-1,-1.528333240E0,1.231249954E0
8.885641475E1,6.703425633E-1,-1.140764877E0,5.154899472E-1
8.886639875E1,4.631562708E-1,-8.069156139E-1,-1.587869883E-1
8.887638375E1,3.991576184E-1,-5.656015721E-1,-7.503854638E-1
8.888636775E1,3.426632460E-1,-4.783115228E-1,-1.120405456E0
8.889635175E1,2.662151771E-1,-4.436197000E-1,-1.340374786E0
8.890633575E1,2.093191376E-1,-4.027860715E-1,-1.401784583E0
8.891631975E1,1.786961728E-1,-3.908430604E-1,-1.379176324E0
8.892630375E1,4.788518786E-2,-2.960331630E-1,-1.349525093E0
8.893628775E1,-1.233963866E-1,-1.635549541E-1,-1.496349263E0
8.894627275E1,-2.343119280E-1,-4.287755929E-2,-1.864183567E0
8.895625675E1,-3.071239789E-1,1.444371901E-3,-2.303810568E0
8.896624075E1,-3.872512986E-1,8.644673456E-2,-2.827653263E0
8.897622475E1,-4.074881465E-1,1.555131688E-1,-3.291147430E0
8.898620875E1,-3.028409300E-1,2.772426969E-1,-3.565502881E0
8.899619275E1,-2.153761221E-1,4.691455007E-1,-3.681543215E0
8.900617675E1,-1.591464093E-1,6.122758747E-1,-3.690878295E0
8.901616075E1,-1.420688485E-1,7.520393488E-1,-3.612962392E0
8.902614575E1,-2.520915566E-1,7.933166713E-1,-3.369032927E0
8.903612975E1,-4.478129942E-1,8.301614390E-1,-2.971548563E0
8.904611375E1,-4.795724749E-1,8.522665454E-1,-2.465188458E0
8.905609775E1,-4.931714905E-1,8.263225957E-1,-1.853219453E0
8.906608175E1,-5.574769025E-1,8.299868265E-1,-1.184613147E0
8.907606575E1,-3.706793758E-1,8.551196212E-1,-5.860968304E-1
8.908604975E1,-1.873791054E-1,7.589911035E-1,-1.240708995E-1
8.909603475E1,-1.498890975E-1,6.502413708E-1,3.276194930E-1
8.910601875E1,-9.682093766E-2,6.848611267E-1,7.615618318E-1
8.911600275E1,-1.767686382E-3,8.374351560E-1,1.060374432E0
8.912598675E1,1.190188686E-1,9.507367998E-1,1.369024388E0
8.913597075E1,4.779945306E-2,9.945727909E-1,1.722271643E0
8.914595475E1,-9.712027855E-2,8.969032395E-1,1.907505587E0
8.915593875E1,-2.056251225E-1,8.191652383E-1,2.127602386E0
8.916592375E1,-2.168017463E-1,7.104700309E-1,2.352572839E0
8.917590771E1,-1.759612473E-1,4.569890662E-1,2.644390415E0
8.918589171E1,-2.339322244E-1,8.930631537E-2,3.047154230E0
8.919587571E1,-3.706759040E-1,-2.998360458E-1,3.374227594E0
8.920585971E1,-4.383531494E-1,-6.208550191E-1,3.570923835E0
8.921584371E1,-6.278292856E-1,-6.292041121E-1,3.485536945E0
8.922582771E1,-7.473852575E-1,-1.275090988E-1,3.229612502E0
8.923581271E1,-6.357920238E-1,3.687123724E-1,2.748956757E0
8.924579671E1,-6.074932908E-1,4.803822412E-1,1.921558785E0
8.925578071E1,-7.041581809E-1,1.593673244E-1,1.061332791E0
8.926576471E1,-7.687774421E-1,-4.317965569E-1,8.497881299E-1
8.927574871E1,-6.292385376E-1,-7.520980402E-1,1.340391158E0
8.928573271E1,-5.017743162E-1,-8.738494954E-1,1.861879764E0
8.929571671E1,-8.309121484E-1,-1.182252260E0,2.144131880E0
8.930570171E1,-1.152528817E0,-1.432112629E0,2.038615950E0
8.931568571E1,-1.252269525E0,-1.619286680E0,1.803200616E0
8.932566971E1,-1.112141952E0,-1.581747263E0,1.406188121E0
8.933565371E1,-8.159984594E-1,-1.246726657E0,8.798761475E-1
8.934563771E1,-6.061402816E-1,-8.277588911E-1,3.527987731E-1
8.935562171E1,-5.671083630E-1,-6.245467318E-1,-1.203280967E-1
8.936560571E1,-7.645717592E-1,-5.806046869E-1,-3.980000889E-1
8.937558971E1,-9.903361177E-1,-6.037485512E-1,-5.733387905E-1
8.938557471E1,-1.118157202E0,-6.335732248E-1,-8.126103634E-1
8.939555871E1,-1.151763124E0,-6.725767113E-1,-1.022433019E0
8.940554271E1,-1.143188474E0,-6.821627828E-1,-1.188840099E0
8.941552671E1,-1.102144967E0,-5.234277252E-1,-1.399767879E0
8.942551071E1,-1.068128133E0,-3.960887072E-1,-1.768261163E0
8.943549471E1,-1.079986213E0,-3.723495233E-1,-2.191304292E0
8.944547871E1,-1.074503059E0,-3.108291036E-1,-2.634251343E0
8.945546371E1,-8.988013919E-1,-2.115809137E-1,-3.001079341E0
8.946544771E1,-6.961245451E-1,-1.937956205E-1,-3.255189977E0
8.947543171E1,-5.042578479E-1,-1.322152304E-1,-3.374746242E0
8.948541571E1,-3.615207723E-1,-2.350178696E-3,-3.402630444E0
8.949539971E1,-3.248018660E-1,7.047857333E-2,-3.364315394E0
8.950538371E1,-3.756949347E-1,1.069833985E-1,-3.237556529E0
8.951536771E1,-3.981687811E-1,2.159187437E-1,-3.006996138E0
8.952535171E1,-2.611765583E-1,3.339314161E-1,-2.671350172E0
8.953533671E1,-1.807653563E-1,4.564405243E-1,-2.394903172E0
8.954532071E1,-1.370802965E-1,5.261016203E-1,-2.193961267E0
8.955530471E1,3.517699555E-2,7.369427881E-1,-1.783954505E0
8.956528871E1,2.117354994E-1,1.016696681E0,-1.389097295E0
8.957527271E1,3.439367330E-1,1.183609911E0,-1.084302408E0
8.958525671E1,3.435298399E-1,1.312809403E0,-7.680756301E-1
8.959524071E1,2.715154588E-1,1.289649313E0,-5.726991051E-1
8.960522571E1,3.085523806E-1,1.290628283E0,-1.938275975E-1
8.961520971E1,2.603861609E-1,1.397785965E0,1.468183225E-1
8.962519371E1,1.198880938E-1,1.459507858E0,4.022948688E-1
8.963517771E1,8.641110308E-2,1.556085588E0,6.726362067E-1
8.964516171E1,-3.065227389E-2,1.536065598E0,1.122129216E0
8.965514571E1,-1.787362263E-1,1.489549244E0,1.754875717E0
8.966512971E1,-2.604007059E-1,1.264436850E0,2.533909614E0
8.967511371E1,-1.740251246E-1,7.150951054E-1,3.321093945E0
8.968509871E1,-2.044402939E-1,5.347352261E-2,3.891831894E0
8.969508271E1,-2.677061440E-1,-4.950447191E-1,4.295428938E0
8.970506671E1,-1.647212543E-1,-9.028908614E-1,4.470543106E0
8.971505071E1,1.658511557E-2,-1.209543701E0,4.453224823E0
8.972503471E1,1.318357826E-1,-1.017784556E0,4.356880251E0
8.973501871E1,5.170933268E-1,-5.399663188E-1,4.179537708E0
8.974500271E1,1.000383608E0,-4.715042675E-1,3.893994779E0
8.975498771E1,8.680733234E-1,-6.071858734E-1,3.309579608E0
8.976497171E1,5.964997579E-1,-7.747176285E-1,2.599868546E0
8.977495571E1,5.145603861E-1,-6.359805965E-1,1.988096007E0
8.978493971E1,7.129282735E-1,-4.671578493E-1,1.311272024E0
8.979492371E1,9.507276636E-1,-8.173387143E-1,5.413919431E-1
8.980490771E1,9.047679638E-1,-1.074409796E0,-1.273465097E-1
8.981489171E1,7.534283549E-1,-1.026766683E0,-5.223341131E-1
8.982487571E1,3.949536896E-1,-9.934367500E-1,-4.644496018E-1
8.983486071E1,-1.223993998E-1,-9.137535263E-1,-7.605122566E-2
8.984484471E1,-3.590384831E-1,-8.556998842E-1,1.614948338E-1
8.985482871E1,-4.453781770E-1,-9.387456223E-1,2.998153979E-1
8.986481271E1,-4.349344651E-1,-9.280583739E-1,3.011433005E-1
8.987479671E1,-2.559770679E-1,-9.639576468E-1,3.267079121E-1
8.988478071E1,-5.844723277E-2,-9.800383669E-1,1.623122746E-1
8.989476471E1,1.900626484E-2,-9.176017982E-1,-6.173724174E-2
8.990474871E1,-4.242966257E-2,-8.248846923E-1,-3.913997519E-1
8.991473371E1,-8.892661180E-2,-7.095509217E-1,-7.136152482E-1
8.992471771E1,-1.977464745E-1,-5.353435101E-1,-1.129119562E0
8.993470171E1,-3.335019381E-1,-3.379864602E-1,-1.712652388E0
8.994468571E1,-4.055659109E-1,-1.271593622E-1,-2.336031650E0
8.995466971E1,-4.462171063E-1,9.849380778E-2,-2.812461612E0
8.996465371E1,-4.990841219E-1,3.308542093E-1,-3.125778816E0
8.997463771E1,-5.444834756E-1,4.426537400E-1,-3.300488357E0
8.998462171E1,-5.267746349E-1,5.211960257E-1,-3.399271218E0
8.999460671E1,-4.994030144E-1,6.322033683E-1,-3.307088109E0
9.000459071E1,-4.209296528E-1,7.596682110E-1,-3.178152326E0
9.001457471E1,-3.266924901E-1,8.283936064E-1,-3.067328879E0
9.002455871E1,-2.552216077E-1,9.173687135E-1,-2.940111008E0
9.003454271E1,-2.077683829E-1,9.873411007E-1,-2.747875022E0
9.004452671E1,-2.216920651E-1,9.186947890E-1,-2.504839597E0
